score,title,writer,date,content,sum
10/10,This movie will blow your mind and break your heart - and make you desperate to go back for more. Brave, brilliant and better than it has any right to be.,shawneofthedead,25 April 2018,Over the past decade, Marvel has earned itself the benefit of the doubt. The studio has consistently delivered smart, funny, brave films that both embrace and transcend their comic-book origins. The 18 blockbuster movies produced since Iron Man first blasted off into the stratosphere in 2008 have not only reinvented superhero films as a genre - they've helped to legitimise it. Indeed, Marvel's two most recent films - Thor: Ragnarok and Black Panther - have received the kind of accolades usually reserved for edgy arthouse flicks. And yet, it's perfectly reasonable to be apprehensive about Avengers: Infinity War. This is a blockbuster film that's been ten years in the making, its plot hinted at and scattered throughout 18 other movies. It features 30 or so characters, each with their own complex backstories and motivations. And all of them are coming together in a bid to stop a giant purple alien dude from destroying the universe. It sounds ridiculous, and feels impossible. But that's precisely what makes the final product such a monumental achievement. Masterfully directed by Anthony and Joe Russo, Infinity War is bold, brainy filmmaking at its very best: the kind that will lift your spirits, blow your mind and shatter your soul - occasionally in the same scene. It demonstrates on an epic scale what Marvel has known all along: that special effects and tightly choreographed action are there to serve the story. For all its blockbuster spectacle (and there's almost too much of that), the film works because it's anchored by the heart, humour and humanity of its characters.The film's basic plot is simple: Thanos (played via motion-capture by Josh Brolin), intergalactic purveyor of death and destruction, has long been on the hunt for the six Infinity Stones that will give him complete control over the elemental building blocks of the universe. He dispatches his acolytes to Earth to retrieve the Time Stone, currently in the possession of Dr. Stephen Strange (Benedict Cumberbatch), and carve the Mind Stone out of the forehead of Vision (Paul Bettany). It's a literal existential threat so terrifying that all the heroes we've come to know and love - from the Avengers to the Guardians of the Galaxy - must put aside their differences and unite against a common foe. From the outset, it's immediately clear that neither the film's directors nor screenwriters (Christopher Markus and Stephen McFeely) are interested in playing it safe. Most other superhero films are bled of high stakes - the hero in the title might suffer untold trauma, but it's a super-safe bet that he or she will make it to the end alive. There's no such guarantee here. Within the first ten minutes, we are confronted with the dark, twisted depths to which Thanos and his acolytes in the Black Order will sink in order to achieve their goals. Death, as well as genuine loss and sacrifice, is intrinsic to the narrative drumbeat that drives Infinity War ever forward, and the film is all the better for it. That's not to say the movie is a morbid and depressing experience. What's so impressive about Infinity War is how it expertly juggles its constantly shifting tones and moods. When it's funny (and it very often is), it's deeply, truly funny. The film finds maximum joy in flinging characters together with merry abandon, mixing and matching ones you'd never have expected to share scenes or trade banter. Peter Quill (Chris Pratt) is floored by Thor's (Chris Hemsworth) godly muscles. Bruce Banner (Mark Ruffalo) is charmed by the wit and intelligence of Shuri (Letitia Wright). And it'd be impossible to not be utterly delighted by Peter Dinklage's inspired cameo. It's a blithely tongue-in-cheek sensibility shared by Marvel's best comic books, which understand that humour can make you care when it really counts.And, boy, does Infinity War make it count. There are many heartbreakingly human moments threaded throughout the film: from the charming surrogate father-son dynamic shared by Tony Stark (Robert Downey Jr) and Peter Parker (Tom Holland), to the undeniable love that ties Vision and Wanda Maximoff (Elizabeth Olsen) together. In many ways, the film stands as a testament to the human capacity not just to love, but to love fiercely and beyond all logic. It's right there when the unfailingly noble Steve Rogers (Chris Evans) declares, "We don't trade lives", even when giving up one could save billions. There's even a chilling echo of it in Thanos himself. A lesser film would have turned Thanos into a one-dimensional villain, much the way he's all monster and maniac in the comic books. In Infinity War, however, Thanos' end goal is surprisingly relevant when it comes to thinking and talking about the staggeringly overpopulated world in which we live today. There is, as it turns out, method to Thanos' madness. It makes the tragic twists and turns in his relationships with his estranged adopted daughters, Gamora (Zoe Saldana) and Nebula (Karen Gillan), all the more unsettling. For the most part, Infinity War does justice, too, to the many heroes who have been assembled for the film. The Russo brothers displayed great skill at interweaving multiple perspectives and character trajectories in Captain America: Civil War, and they do so again here, with twice as many characters. Even the most minor of supporting players, like Don Cheadle's James Rhodes/War Machine, are given story beats that land. It helps that Marvel has always taken care to cast genuinely good actors in roles that might otherwise come off as silly and slight. Even so, there are a few standouts amongst this enormous and enormously talented cast. Emotionally speaking, this is Downey's film. He plays every note of Tony's reluctant courage and bone-deep trauma, as he embarks on what he's convinced is a suicide mission. He's ably matched by Cumberbatch, who finds vulnerability even in his character's most cunning and calculative move. Hemsworth, meanwhile, is given free rein to import the big-hearted comedic swagger of Thor: Ragnarok into this film - while also layering it with a deeply-felt, jagged grief for the losses he has suffered at the hands of Thanos and the universe.In a film with so many moving parts, some elements don't work quite as well. A couple of characters that you might have expected to be right at the forefront - including an original Avenger or two - fade into the background. The film tumbles from dizzying fight scene to dizzying fight scene, and while most of them are fantastically choreographed, there are some purely dumb moments that literally revolve around attempts to prevent Thanos from clenching his fist. In effect, this is a superhero mêlée that's part over-the-top and part overkill, and might prove too much for those who don't already care for this franchise and the characters in it.Minor quibbles aside, though, Infinity War is yet another step in the right direction for Marvel. It continues the studio's tradition of placing a premium on rich, complex storytelling that respects both its characters and its audiences. But it also refuses to make things easy for itself. The film ends even more bravely than it began, with a final ten minutes that will haunt and horrify you in equal measure. It's a stroke of bold, brilliant genius - a narrative risk so audacious that you'll want to follow Marvel wherever it goes next.,0.12366538461538462
10/10,Best movie Avengers infinity war 2018,udit-mehra-631,12 July 2020,Best movie Avengers infinity war 2018 I was amazed to see so many negative reviews; so many people are impossible to please. This movie was 2 1/2 hours long, but I could have sat there another 2 1/2 hours and not noticed. Thoroughly entertaining, and I love how the directors weren't afraid to take chances. I've read a lot of other user reviews that claim that there's no plot. Unless you're mentally handicapped or not paying attention because you're on your phone the entire movie, the plot is pretty clear, and decent in my opinion.,0.29388
10/10,Worth the wait, believe the hype,ubtgkse,29 July 2020,Avengers infinity war is a masterpiece in every way with an amazing story that is never boring, phenomenal action that's intense but also a lot of fun, amazing acting (stand outs are Robert Downey jr, Chris Hemsworth, Chris Pratt, and josh brolin), fantastic visuals, lovable and interesting characters, a great villain with thanos, hilarious comedy, gut wrenching moments, and a shocking ending. Watch it immediately.,0.49345
10/10,A Summer Film That IS Even Better Than The Hype,garethvk,24 April 2018,Summer movies often hype themselves as spectacular events not to be missed and their ad campaigns use words like "epic", "spectacle", and "smash" as ways to build the hype to increase advanced box office sales.
The summer 2018 film season kicks off in a big way with "Avengers: Infinity War" and it is the rare summer film that exceeds is lofty expectations and delivers a crowning achievement for the Marvel Cinematic Universe.
When Thanos (Josh Brolin), embarks on a deadly campaign to find and possess the Infinity Stones, he leaves a path of death and destruction in his path. When his pursuit leading him to Earth, Bruce Banner (Mark Ruffalo), and Doctor Strange (Benedict Cumberbatch), who enlist a reluctant Tony Stark (Robert Downey Jr.), to the cause just as the minions of Thanos arrive.
With The Avengers fractured and scattered following the events of "Captain America: Civil War" the teams find themselves dealing with the threat in various groups as fate steps in to divide many key members of the team. This allows for a great entry by the Guardians of the Galaxy and allows the film to take a very enjoyable path. Essentially the movie weaves separate storylines into one cohesive and very satisfying epic. You have a story with the Guardians as well as one with many of the key Avengers, as well as others with characters old and new. As such it is like a Guardians, Avengers, and Marvel film all rolled into one and each one supports the other very well yet has the charm and identity you would expect. While the tone is very dark as you would expect with literally half of the known universe facing destruction, there is also some solid humor in the film that never once undermines the story or pacing.
Naturally the effects are stunning as you would expect as Marvel has put a significant amount of money into the film and it shows in every eye-popping action sequence.
What really impressed me the most was that the Russo Brothers never let the FX of the film overshadow the characters and with a very large cast, it was nice to see everyone got their moment and you did not see members of the cast trying to one up each other.
There are some real surprise moments along the way and the action is easily the best of any Marvel film to date. Many fans had expressed disappointment with "Avengers: Age of Ultron" for me this film is significantly better than the prior film and is everything that a Marvel fan would want in a film.
I was also surprised by how well Thanos was portrayed as while you hopefully will not agree with his deductions and methods; you could actually understand his motivations and it help him transcend from the usual megalomaniacs which are so common in films of his type. I am really looking forward to seeing what comes next and make sure you stay through the credits for a bonus scene.
Believe the hype, "Avengers: Infinity War" is an epic not to be missed and is an example of what a summer event film should be.
5 stars out of 5,0.2901666666666667
9/10,Excellent Film,kevintgeisler,19 June 2018,I was amazed to see so many negative reviews; so many people are impossible to please. This movie was 2 1/2 hours long, but I could have sat there another 2 1/2 hours and not noticed. Thoroughly entertaining, and I love how the directors weren't afraid to take chances. I've read a lot of other user reviews that claim that there's no plot. Unless you're mentally handicapped or not paying attention because you're on your phone the entire movie, the plot is pretty clear, and decent in my opinion.,0.27908
9/10,Breathtaking,jordanthomas_2009-346-914758,12 June 2018,Infinity War does a brilliant job by seamlessly combining the last few films together. It picks up where Ragnarok left off on the space shuttle with Thor, Loki, Hulk and all the remaining Asgardians. It opens with a distress call as Thanos and his Dark Order have slaughtered most of passengers including some of the remaining Asgardians. He interrogates Thor and beats Hulk so bad he is too scared to ever turn green again. A defeated Hulk/Bruce Banner is then transported to Doctor Strange's Sanctum Sanctorum so he can warn him of Thanos' arrival. It is down to Doctor Strange, Wong, Tony Stark and Spider Man to prevent Thanos' evil minions from destroying New York and taking the time stone. It's a thrilling action sequence that introduces Starks cool new nano-bot armour that creates its own swords and shields. Thanos has been teased since 2012 and the wait has paid off here as he is by far one of the best villains. The story is more about him achieving his goals which is refreshing to see as the villains are normally sidelined in these films. He is so determined to get all six gems, each gem making him stronger. The Avengers and Guardians have to race against time to stop him from finding all six. One sequence on his home planet 'Titan' is worth mentioning and like most of the film, it is breathtaking and tense. His crew (Dark Order) also seem unbeatable as they battle the rest of the Avengers in Wakanda with their alien army which also proves difficult. Thanos gets some interesting backstory, it would have been even better if the menacing Dark Order got some backstory themselves as we never really understand them or their motivations.Even though it enters familiar ground, it is often done differently and most of the time it's unpredictable. It's full of surprises and twists which will leave you exhausted by the end. Although Infinity War feels over stuffed with characters and storylines, the Russo Brothers do an exceptional job by giving each character enough to do. Its great to see some focus on characters like Gamora and Thor as previous films have kept it prominently on characters Iron Man, Hulk and Captain America. That's not to say they don't get anything to do because they do, it's just not as much as usual. This entry really does require you to see all of the ones before it as it can become confusing. They often call back to previous events and storylines, so it's a better experience if you are familiar with all of them. There are also so many fun references like Rocket Racoon's need for artificial limbs, Thor's new haircut and Drax's constant quips. There are too many visual effects shots which could have been avoided using practical effects. The CGI shots don't look bad, but sometimes they can be distracting. However it's a technique that is quicker than any other, and with studio films of this scale that's just a small price to pay. The action scenes are so well directed accompanied by a music score by Alan Silvestri who always adds that extra level of excitement to them. It is a relief to say Infinity War runs well over 2 hours 30 minutes which is the longest Marvel film. There is no point saying its "baggy" or "overlong" as fans of the franchise will greatly appreciate this and with so much going on the runtime is justified.,0.01000740740740744
9/10,the final battle in this movie was great and very enjoyable and it is only topped by its sequel which offered a truly EPIC battle of APOCALYPTIC proportions,nahumthebest,7 July 2020,I have always felt Marvel VILLAINS that hit the big screen were laughable. And then came Thanos - finally a formidable opponent that was to be taken seriously.Enjoyed this one from start to finish.Only giving it a 9 because its sequel is better and perfect and thus deserves a perfect score of 10.9/10,0.21559999999999999
10/10,The amount of people that don't understand the movie is astonishing,blparker-31738,27 April 2018,All the reviews that say this movie has no plot are either trolls, idiots, or didn't are to take the time to watch previous marvel movies. Every single one of those ratings and reviews should be taken down and not added to the rating for Infinity War because of their fundamental lack of understanding. It's like coming in and watching the last 2 minutes of an hour long drama show and saying this episode sucks because it has no plot. It's utterly ridiculous!There have been 31 marvel movies leading up to this point. All 31 has have some plot that leads to infinity war. Infinity War IS the end game movie. There is nothing left to explain, nothing left to discuss, it is all-out fight for control of the most powerful items in existence, the infinity stones. There have been 31 movies to explain in someway the power of these stones and/or the heroes that come together to fight Thanos in this movie. It's like a long game of chess where Thanos finally makes his move, and it's a huge one.So I beg of any of you who reads this. Don't listen to anyone who says this movie has no plot, has no reason and is only fighting. They aren't worth listening to, Infinity Wars has roughly 60 hours of plot from 31 precious movies leading up to this monumental fight for life or death, and the movie is done to near perfection. The movie is glorious, the CGI is fantastic, the battles are awe-inspiring, and Thanos is made worth of your fear from the very beginning. He is truly the Mad Titan that captures your heart and crushes it right in front of your eyes. Anyone who doesn't think this clearly didn't see the same movie.,-0.09684285714285716
10/10,Adventure Awaits,WasiReviews,4 August 2020,Infinity War had a lot to offer with stunning cgi that basically made the entire film apart from the heroes heads animated but done so well it looks real. The adventure the quest the ultimate event, and over ten years of waiting for the MCU to finish. Thanos really makes you question your morals... if you're twelve years old and don't understand the myth of overpopulation and genocidal tactics. The action and heros are a welcome inclusion and yeah this movie was kicka**. Not as good as Endgame but close.,0.30476
9/10,Great movie,Emersongut,2 August 2020,That fact is that most of the bad ratings here are fake a..... Marvel fans and people who just watch movies in general not comic book or block buster films point this movie hypes you up and also breaks your heart at the sane time but it's to tell the porformance Thanos put and the actioned packed it was but overall a great one of marvel studios of not yet one of marvels greatest films of all time to be honest.,0.9723
10/10,The best marvel film!,matthewleighton,29 July 2020,By far the best marvel film, it is so good. The most emotional marvel film to date. The battle is the best part and the parts after the battle are very emotional and after 1st time watching you really want to know what's going to happen and gets you thinking a lot. The acting is solid, visual effects are great, definitely a 10/10 especially for a marvel film.,0.6873
10/10,Superhero odyssey,adeckofcards,25 July 2020,A tape of incomparable magnitudes. An unprecedented superhero odyssey. This seems to me the best way to describe this film, which takes the limits of the genre to a new level.
In a world like today where superhero cinema dominates the market, even more so the movies from Marvel Studios, it can often be difficult to surprise. However, Infinity War not only creates this emotion inherent in a movie of these characteristics, but it brings together the best that Marvel has built over ten years and mixes it in an organic as well as frantic and impressive way every second.
It is a film that is practically constant action, like many of the genre, but with a speech and an emotional weight greater than that seen on other occasions. A special care is appreciated in forming a convincing story with enough dramatic and sentimental value, at the same time that the narrative action does not stop.
'Avengers Infinity War' is first and foremost a superhero movie that embraces the genre and exploits it to the fullest. A film with great ambitions that is capable of surpassing itself, resulting in one of the best films in the studio and in the genre itself.,0.4412888888888889
10/10,The Best Marvel Movie,overwatchgengi,20 July 2020,10 Years of Build Up wasn't wasted on this Movie. Infinity War is one of the greatest movies of all time because of how carefully they set everything else up. Stellar character growth and an incredible story make this stand out amongst the rest of Marvel. Thanos is one of the Greatest Movie Villains of all time due to the handling of his character. Everything from the beginning filled with dread of what's To come to the ending where they fulfilled their promise of dread was done perfectly. Infinity War is one of the best action movies ever made.,0.29761666666666664
10/10,The Pinnacle of Blockbustes,benjaminpiche,5 July 2020,I believe that Avengers : Infinity War is without a doubt the pinnacle of blockbuster entertainment (along with its sequel). Nothing quite like it has been attempted before ; and it may take a while for anything to surpass that.To this date, it is my favorite theater experience of all time. I watched it opening weekend, managed to avoid all the spoilers and contained my excitement as best as I could in the previous days. Then, the movie made me laugh, sent chills down my spine and left me shocked by the time the credits rolled. It might not be the most creative or artistic movie out there, but there is no doubt to me that it's one of the most entertaining. There is not a second of downtime during its two hours-and-a-half. Every character is given its time to shine. It is simply A-W-E-S-O-M-E.Personally, I have to agree with Martin Scorsese when it comes to Infinity War. You simply can't call this thing a movie.In reality, it is much more than that.I would call it a cultural phenomenon.,0.20436666666666667
10/10,Avengers: Infinity War....just WOW,moniak-60149,20 May 2018,With the beggining of the movie it was full of surpises. 
What I really liked in the movie was the serious tone and the real threat hanging over the Avengers. Yes...this is THANOS ! He is an amazing villain ! 
MARVEL Studious show us once again that their production are spectacular visual!,0.1121
10/10,Epic conclusion to Marvel's first 10 years,mto10,23 May 2018,I absolutely loved this movie. It was intense, action-packed and emotional. Also delivering comedy when needed, but it was a relatively dark film. All of the actors delivered great performances and the characters continue to be fleshed out and be made human despite the fact that they're superheroes. This is easily the best superhero movie ever made. Thanos is one of the best villains of the MCU, as well as one of the best of Cinematic history in general. Upon first viewing, I hated him, but found his character intriguing. Similar to Emperor Palpatine in the Original and Prequel trilogies of Star Wars. The more times I rewatch it though, I start to understand Thanos' point of view more and more. The blurred lines with his motivations make the movie more compelling. Even driving some people to say that Thanos was right in all this. I wouldn't go that far, but I would say his character is misunderstood. Definitely a compelling villain in Thanos. The ending of the movie was insanely emotional, but I love how they (mainly) set aside the original Avengers team to take on Thanos in the fourth Avengers movie. I, for one, cannot wait.That eerie "Thanos will return" at the end of the film sent a chill down my spine. It truly is the end game now, and I can't wait to see the Avengers rise up and likely defeat Thanos in the next movie.+Every Hero has their moment to shine (Much like the villain wants, the movie achieves balance in this way)
+Good Comedic moments to balance (again pun intended) the dark tone of the film
+Emotional and Heavy ending (Seeing Earths Mightiest fail is something devastating to watch)
+Complete hype moments that reward you for being a fan of this franchise for 10 years
+Incredible performances
+Phenomenal original score 
Etc. Not much you can find that's wrong with this movie. It's literally the perfect movie Marvel has been building up to for 10 years. And those that claim it didn't have an ending as a negative, I beg to differ. Just because the villain won doesn't mean it didn't have an ending. My Rating: 10/10,0.17769047619047618
9/10,wonderful,e-90900,5 September 2020,Wuuuuuuuuu, love you three thousand times. Sooooo moved,0.31845
10/10,A mega crossover that doesn't disappoint!!,jackpatrick-65727,2 September 2020,Avengers: Infinity War is the one of the 2 best MCU movies besides Endgame. It has beautiful visual effects, outstanding performances, amazing story, fabulous soundtrack, very unexpecting, high stakes, great action sequences, and marvelous chemistry!!! It never slows down, and doubles the hype and stakes as it gets to the end. Thanos is the best MCU villain in the series! Loved the movie so much to Infinity. I've been waiting years for it, and it does not disappoint. Infinity War is a MASTERPIECE.,0.34595714285714285
10/10,The beginning of the end,MAYESY-44,1 September 2020,Absolutely brilliant from the MCU once you put everything together. It was initially painful having to wait a year after the end of infinity war but the film was brilliant. All the characters and different elements to the film. I could go on and on but 10/10 says enough.,0.261375
8/10,Excellent Movie,JoshuaCalebJohnson,30 August 2020,This movie ended up being even better than I expected and I expected a lot. Marvel is really doing their thing,0.43095
